date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:59	88/88	---M--	200	added ('OK')	image/png	etag:%22461aa4-58-4f044ca944680%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:00	3457/3457	---M--	200	added ('OK')	image/png	etag:%22461aa2-d81-4f044ca850440%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:01	123/123	---M--	200	added ('OK')	image/png	etag:%22461aa0-7b-4f044ca850440%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_glass_85_dfeffc_1x400.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:03	162/162	---M--	200	added ('OK')	image/png	etag:%22461a9f-a2-4f044ca850440%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_glass_75_d0e5f5_1x400.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:04	104/104	---M--	200	added ('OK')	image/png	etag:%22461aa3-68-4f044ca850440%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:05	182/182	---M--	200	added ('OK')	image/png	etag:%22461a9e-b6-4f044ca850440%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_flat_55_fbec88_40x100.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_flat_55_fbec88_40x100.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:06	119/119	---M--	200	added ('OK')	image/png	etag:%22461aa1-77-4f044ca850440%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:07	4369/4369	---M--	200	added ('OK')	image/png	etag:%22461aa7-1111-4f044ca944680%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_469bdd_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_469bdd_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:08	4369/4369	---M--	200	added ('OK')	image/png	etag:%22461aaa-1111-4f044caa388c0%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_d8e7f3_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_d8e7f3_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:09	5355/5355	---M--	200	added ('OK')	image/png	etag:%22461aa8-14eb-4f044ca944680%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_6da8d5_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_6da8d5_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:10	4369/4369	---M--	200	added ('OK')	image/png	etag:%22461aa5-1111-4f044ca944680%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_217bc0_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_217bc0_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:11	4369/4369	---M--	200	added ('OK')	image/png	etag:%22461aab-1111-4f044caa388c0%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_f9bd01_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_f9bd01_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:12	4369/4369	---M--	200	added ('OK')	image/png	etag:%22461aa6-1111-4f044ca944680%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_2e83ff_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:13	4369/4369	---M--	200	added ('OK')	image/png	etag:%22461aa9-1111-4f044ca944680%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-icons_cd0a0a_256x240.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:15	180/180	---M--	200	added ('OK')	image/png	etag:%22461a9d-b4-4f044ca75c200%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/redmond/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/redmond/jquery-ui-1.8.20.custom.css)
16:07:16	1633/1633	---M--	200	added ('OK')	image/png	etag:%22461a9a-661-4f044ca667fc0%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/images/controls.png	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/images/controls.png	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/colorbox.css)
16:07:17	9427/9427	---M--	200	added ('OK')	image/gif	etag:%22461a9b-24d3-4f044ca667fc0%22	https://www.consulatalgeriemontreal.com/rendez-vous/css/images/loading.gif	C:/My%20Web%20Sites/calandr/www.consulatalgeriemontreal.com/rendez-vous/css/images/loading.gif	(from https://www.consulatalgeriemontreal.com/rendez-vous/css/colorbox.css)
